limonis,[医] [拉]柠檬的,,,,,0,0,,,
limonis cortex,[医] 柠檬皮,,,,,0,0,,,
limonis cortex siccatus,[医] 干柠檬皮,,,,,0,0,,,
limonis oleum,[医] 柠檬油,,,,,0,0,,,
limonis succus,[医] 柠檬汁,,,,,0,0,,,
limonite,n. 褐铁矿\n[化] 褐铁矿,,,,,0,0,,,
limonitic,"a. [矿]褐铁矿的,由褐铁矿构成的,俗褐铁矿的",,,,,0,0,,,
limonitization,褐铁化作用,,,,,0,0,,,
limonitogelite,胶褐铁矿,,,,,0,0,,,
limonitum,"[医] 褐铁矿, 禹粮石",,,,,0,0,,,
Limonium,[网络] 补血草属；补血草属植物；补血草类,,,,,0,0,,,
limonoids,柠檬苦素类似物,,,,,0,0,,,
limophagous,食泥的,,,,,0,0,,,
limophoitos,(=limophoitosis)饥饿狂,,,,,0,0,,,
limophotosis,饥饿狂,,,,,0,0,,,
limophthisis,[医] 饥饿性虚损,,,,,0,0,,,
limos,(limo 的复数) [医] 柠檬,,,,,0,0,0:limo/1:s,,
Limosa,[网络] 塍鹬属；黑尾塍鹬；长梗狸藻,,,,,0,0,,,
limoseric,[医] 饥饿的,,,,,0,0,,,
limosis,"n. [医](异常的)空腹, 饥饿",,,,,0,0,,,
limosphere,顶体球,,,,,0,0,,,
limosus,"淤泥的, 生于淤泥的",,,,,0,0,,,
limotherapy,[医] 饥饿疗法,,,,,0,0,,,
limous, 混浊的,,,,,0,0,,,
limousin, [地名] [法国] 利穆赞（地区）,,,,,30481,0,s:limousins,,
limousine,n. 轿车,,1,,gre,15092,9586,s:limousines,,
limousine liberal, <美>富裕的自由主义者,,,,,0,0,,,
limousines,"n. 豪华轿车( limousine的复数形式 ); （往返机场接送旅客的）中型客车, 小型公共汽车",,,,,0,0,0:limousine/1:s,,
limousins,(limousin 的复数)  [地名] [法国] 利穆赞（地区）,,,,,0,0,0:limousin/1:s,,
limp,"n. 跛行\na. 柔软的, 无力的, 软弱的\nvi. 跛行",,2,,cet6 ky toefl ielts gre,9898,9496,p:limped/i:limping/d:limped/3:limps/s:limps/t:limpest,,
limp chorea,[医] 瘫痪性舞蹈病,,,,,0,0,,,
limp off,一瘸一拐地走开,,,,,0,0,,,
limp-wristed,a. <贬>缺乏男子阳刚气的,,,,,0,0,,,
limpa,n. 甜黑麦面包,,,,,0,0,,,
limped,v. 一瘸一拐地走( limp的过去式和过去分词 ); 困难地航行,,,,,0,0,0:limp/1:pd,,
limpen,"v. (使)变得柔软的, (使)变得四肢无力的,(使)变得弯曲",,,,,0,0,,,
limper,"a. 柔软的, 无力的；软弱的 (limp的变形)",,,,,0,0,,,
limpest,"a. 柔软的, 无力的；软弱的 (limp的变形)",,,,,0,0,0:limp/1:t,,
limpet,n. 纠缠者,,,,,23719,35174,s:limpets,,
limpet mine," 附着水雷（附在船舷上, 定时爆炸）",,,,,0,0,,,
limpet-shell crust,[医] 蛎壳样痂(梅毒),,,,,0,0,,,
limpets,"n. 帽贝, 坚守岗位的职员( limpet的复数形式 )",,,,,0,0,0:limpet/1:s,,
limpias, [医]来庇亚司（墨西哥民间草药治病仪式）,,,,,0,0,,,
limpid,"a. 清澈的, 透明的, 平静的",,,,toefl gre,23628,28767,,,
limpidity,"n. 清澈, 透明",,,,,0,0,,,
limpidly,"adv. 清澈地, 透明地",,,,,0,0,,,
limpidness,"n. 清澈, 透明",,,,,0,0,,,
limping,[医] 跛行,,,,,33297,26274,0:limp/1:i/i:limping,,
limping standard,[经] 跛行本位制,,,,,0,0,,,
limpingly,"adv. 跛行地, 勉强地",,,,,0,0,,,
limpkin,n. 秧鹤,,,,,0,0,,,
limply,"adv. 跛行地, 勉强地",,,,,22859,22961,,,
limpness,"n. 柔弱, 疲倦",,,,,0,45340,,,
limpo,[巴西]稀 树草原,,,,,0,0,,,
Limpopo,n. 林波波河,,,,,0,0,,,
limps,v. 一瘸一拐地走( limp的第三人称单数 ); 困难地航行,,,,,0,0,0:limp/1:3s,,
limpsy,"a. 易弯的, 柔软的",,,,,0,0,,,
limpwort,n. [植]婆婆纳之一种,,,,,0,0,,,
lims,abbr. 实验室信息管理系统（Laboratory Information Management System）；平流层临边红外监测（Limb Infrared Monitoring of the Stratosphere）,,,,,0,0,0:lim/1:3s,,
Limulacea,鲎类,,,,,0,0,,,
Limulida,鲎目,,,,,0,0,,,
Limulidae,[网络] 鲎科,,,,,0,0,,,
Limulodidae,泥沼甲科,,,,,0,0,,,
limuloid,"n. [动]鲎\na. 似鲎的, 鲎的",,,,,0,0,,,
limulus,n. [动]鲎,,,,,0,0,,,
Limulus polyphemus,[医] 鲎,,,,,0,0,,,
limurite,斧辉岩,,,,,0,0,,,
limy,"a. 含石灰的, 石灰质的, 涂粘鸟胶的\n[机] 胶粘的",,,,,0,0,,,
limy bile,[医] 钙乳胆汁,,,,,0,0,,,
lin,n. 林,,,,,17332,0,i:linning,,
lina,n. 莉娜（女子名）,,,,,30784,0,,,
linable,a. 成直线排列的,,,,,0,0,,,
linac,[化] 直线加速器,,,,,0,44929,s:linacs,,
Linaceae,[医] 亚麻科,,,,,0,0,,,
linacre, [医]Thomas Linacre (1460～1524)，著名的英国医生和古典学家，亨利八世的私人医生和伦敦皇家内科学院的第一任院长，他因将希腊经典著作如名医盖伦的著述译成拉丁文而著名; [人名] [英格兰人姓氏] 利纳克尔地貌名称，来源于古英语，含义是“亚麻+田地”(flax+field),,,,,0,0,,,
linacs,(linac 的复数) [化] 直线加速器,,,,,0,0,0:linac/1:s,,
linadryl,[医] 吗啉,,,,,0,0,,,
linaethol,亚麻酯,,,,,0,0,,,
linage,"n. 排列, 行数, 按行数支付\n[计] 行数",,,,,0,42714,,,
linagogue,(=linagogus)缝线导引器,,,,,0,0,,,
Linales,亚麻目,,,,,0,0,,,
linaloe oil,"[化] 里哪油; 伽罗木油\n[医] 沈香油, 伽罗木油",,,,,0,0,,,
linaloe wood oil,[化] 芳樟油; 伽罗木油(取自Bursera delpechiana),,,,,0,0,,,
linalol,[机] 里哪醇,,,,,0,0,,,
linalool,"n. [化]里哪醇,沉香醇,芳樟醇",,,,,0,0,,,
linalool acetate,[化] 里哪醇乙酸酯,,,,,0,0,,,
linalyl,[化] 里哪基; 芳樟基,,,,,0,0,,,
linalyl acetate,[化] 醋酸里哪酯; 乙酸芳樟酯,,,,,0,0,,,
linamarin,亚麻苦苷,,,,,0,0,,,
Linanthus,[网络] 沙漠秀丽；沙漠秀丽属,,,,,0,0,,,
Linanthus dianthiflorus,[网络] 花莲,,,,,0,0,,,
Linanthus dichotomus,[网络] 桂花二分法,,,,,0,0,,,
Linares,n. 利纳雷斯（西班牙南部一城市名）,,,,,0,0,,,
linaria,[医] 柳穿鱼,,,,,0,0,s:linarias,,
Linaria canadensis,[网络] 线虫（Canaria）,,,,,0,0,,,
Linaria vulgaris,[网络] 柳穿鱼；新疆柳穿鱼；柳穿鱼草,,,,,0,0,,,
linarias,(linaria 的复数) [医] 柳穿鱼,,,,,0,0,0:linaria/1:s,,
linarin,里哪苷,,,,,0,0,,,
linarite,青铅矿,,,,,0,0,,,
linas,abbr. laser inertial navigation attack system 激光惯性导航攻击系统,,,,,0,0,,,
Linasec,[刷]纸孔带加工装置,,,,,0,0,,,
linatex,防锈胶乳,,,,,0,0,,,
linatine,[化] N-谷酰胺脯氨酸,,,,,0,0,,,
linatron,利纳特郎波导加速器,,,,,0,0,,,
linc,abbr. 非线性元件的线性放大；实验室仪表电子计算机（laboratory instrument computer）,,,,,0,0,,,
linch, [人名] [爱尔兰姓氏] 林奇 Lynch的变体; [地名] [英国、英国] 林奇,,,,,0,0,,,
linch-pin,开口销\n车轴销,,,,,0,0,s:linch-pins,,
linch-pins,(linch-pin 的复数) 开口销\n车轴销,,,,,0,0,0:linch-pin/1:s,,
linchpin,"n. 制轮楔, 关键",,,,,33519,20044,s:linchpins,,
linchpins,n. 关键( linchpin的复数形式 ),,,,,0,0,0:linchpin/1:s,,
lincicome, [人名] 林西科姆,,,,,0,0,,,
linck, [人名] [爱尔兰姓氏] 林克 Lynch的变体,,,,,0,0,,,
Lincocin,(=lincomycin)林肯霉素,,,,,0,0,,,
Lincoln,n. 林肯,,,,,5730,0,,,
Lincoln Center,林肯中心（纽约市最大的表演艺术中心）,,,,,0,0,,,
Lincoln green,n. 林肯绿呢；林肯绿,,,,,0,0,,,
Lincoln Memorial,[网络] 林肯纪念堂；林肯纪念馆；林肯纪念碑,,,,,0,0,,,
Lincoln Park,n. 林肯公园（美国芝加哥最大的公园）,,,,,0,0,,,
Lincoln Steffens,[网络] 斯蒂芬斯；林肯·斯蒂芬斯；林肯史蒂芬斯,,,,,0,0,,,
Lincoln's Birthday,[网络] 林肯诞辰；林肯生日；林肯纪念日,,,,,0,0,,,
lincolnensin,林肯霉素,,,,,0,0,,,
Lincolnesque,"a. 像林肯的, 林肯式的",,,,,0,0,,,
Lincolnian,"a. (美国第十六任总统)林肯的,关于林肯的,林肯性格(或作风)的",,,,,0,0,,,
Lincolniana,n. 林肯文物,,,,,0,0,,,
Lincolnite,"n. 林肯拥护者, 林肯政策支持者",,,,,0,0,,,
Lincolnshire,n. 林肯郡(英格兰郡名),,,,,7851,0,,,
lincolnton, [地名] [美国] 林肯顿,,,,,0,0,,,
lincolnville, [地名] [加拿大、美国] 林肯维尔,,,,,0,0,,,
lincolnwood, [地名] [美国] 林肯伍德,,,,,0,0,,,
lincomycin,"n. [微]林肯霉素,洁霉素",,,,,0,0,,,
lincomycin series antibiotics,[化] 林可霉素类抗生素,,,,,0,0,,,
lincord,粗线钮孔,,,,,0,0,,,
lincroft, [地名] [美国] 林克罗夫特,,,,,0,0,,,
lincrusta,n. 彩色拷花墙纸(或墙布),,,,,0,0,,,
Lincs,(Lincolnshire)林肯郡,,,,,25961,0,,,
lincture," [医]舐膏剂, （干）药糖剂; 舔膏剂",,,,,0,0,,,
linctus,n. 咳嗽药水\n[医] 舔膏剂,,,,,0,0,,,
linctus chloroformi et morphinae compositus,[医] 复方氯仿吗啡舔膏,,,,,0,0,,,
linctus simplex pro infantibus,[医] 婴儿用单舔膏,,,,,0,0,,,
linctuses,n. 润喉止咳糖浆,,,,,0,0,,,
lind,n. 利德（姓氏）,,,,,41220,0,s:linds,,
Lind'e process,[机] 林德法,,,,,0,0,,,
Lind's process,[建] 林德法,,,,,0,0,,,
linda,n. 琳达（女子名）,,,,,5160,0,,,
lindackerite,砷镍铜矾,,,,,0,0,,,
lindahl, [人名] 林达尔,,,,,0,0,,,
lindale, [地名] [英国、英国] 林代尔,,,,,0,0,,,
lindane,"[化] 林旦; 林丹; 高丙体666\n[医] 林丹, γ-六六六",,,,,0,45170,,,
Lindau's disease,[医] 林道氏病(中枢神经系血管瘤病),,,,,0,0,,,
Lindau-von Hippel disease,[医] 林-希二氏病(视网膜血管瘤病),,,,,0,0,,,
lindauer, [人名] 林道尔,,,,,0,0,,,
lindbaek, [人名] 林德贝克,,,,,0,0,,,
lindbeck, [人名] 林德贝克,,,,,0,0,,,
lindberg,n. (Lindberg)人名；(丹)林贝尔；(德、俄、法)林德贝格；(瑞典)林德贝里；(英、西)林德伯格,,,,,0,0,,,
Lindbergh,林德伯格(姓氏),,,,,47095,0,,,
Lindbergh pump,[医] 林白氏唧筒(灌注活体器官用),,,,,0,0,,,
linde,n. (Linde)人名；(英、德、俄、西、罗、荷、瑞典)林德,,,,,0,0,,,
Linde copper sweetening,[化] 林德铜脱硫法,,,,,0,0,,,
Linde cycle,[化] 林德循环,,,,,0,0,,,
Linde liquefier,[化] 林德液化机,,,,,0,0,,,
Linde process,[化] 林德法(一种气体液化法),,,,,0,0,,,
Linde sieve tray,[化] 林德筛板塔板; 导向筛板,,,,,0,0,,,
lindeberg, [人名] 林德伯格,,,,,0,0,,,
lindelofidine,长柱琉璃草定,,,,,0,0,,,
lindelofine,长柱琉璃草分,,,,,0,0,,,
lindeman, [人名] 林德曼,,,,,0,0,,,
lindemann, [人名] 林德曼,,,,,0,0,,,
Lindemann electrometer,[电] Lindemann静电计,,,,,0,0,,,
Lindemann glasses,[医] 林德曼氏玻璃(含锂、硼、铍),,,,,0,0,,,
Lindemann's cannula,[医] 林德曼氏套管(输血套管),,,,,0,0,,,
Lindemann's glass,[医] 林德曼氏玻璃(含锂、硼、铍),,,,,0,0,,,
Lindemann's mechanism,[化] 林德曼机理,,,,,0,0,,,
Lindemann's method,[医] 林德曼氏法(直接输血法),,,,,0,0,,,
Lindemann's tests,[医] 林德曼氏试验(检尿内乙酰乙酸),,,,,0,0,,,
linden,"n. 椴, 菩提树\n[医] 椴树(菩提树)",,1,,,35732,26647,s:lindens,,
linden family,[网络] 黄麻属于椴科,,,,,0,0,,,
linden oil,[机] 菩提油,,,,,0,0,,,
linden tree,[网络] 椴树；菩提；菩提树,,,,,0,0,,,
linden tree oil,[机] 菩提树油,,,,,0,0,,,
linden-flowers,"[医] 椴树花, 菩提树花",,,,,0,0,,,
lindenbaum, [人名] 林登鲍姆,,,,,0,0,,,
lindenberg, [人名] 林登堡; [地名] [德国] 林登贝格,,,,,0,0,,,
Lindenhurst,林登赫斯特(美国纽约州东南部长岛中部城市),,,,,0,0,,,
Lindenmayar language with interaction,[计] 林氏相关语言,,,,,0,0,,,
Lindenmayar system,[计] 林登梅耶系统; 林氏系统,,,,,0,0,,,
Lindenmayar system with interaction,[计] 林氏相关系统,,,,,0,0,,,
lindennayer language with interaction,"[计] 林氏相关语言, IL语言",,,,,0,0,,,
lindens,n. 菩提树( linden的复数形式 ),,,,,0,0,0:linden/1:s,,
lindenthal, [地名] [德国] 林登塔尔,,,,,0,0,,,
lindenwood, [地名] [美国] 林登伍德,,,,,0,0,,,
linder, 毛制贴身内衣；毛背心,,,,,0,0,,,
Linder's initial bodies,[医] 林德氏原生小体(沙眼包涵体),,,,,0,0,,,
Linder's sign,[医] 林德氏征(见于坐骨神经痛),,,,,0,0,,,
Lindera,"[医] 钓樟属, 山胡椒属",,,,,0,0,,,
Lindera benzoin,[医] 桂皮钓樟,,,,,0,0,,,
Lindera glauca B1.,[医] 山胡椒,,,,,0,0,,,
Lindera sericea B1.,[医] 毛钓樟,,,,,0,0,,,
Lindera strychnifolia Vill.,[医] 乌药,,,,,0,0,,,
Lindera tzumu,[医] 洋檫木,,,,,0,0,,,
linderane,钓樟素,,,,,0,0,,,
linderazulene,钓樟,,,,,0,0,,,
linderene,钓樟烯,,,,,0,0,,,
linderic acid,[化] 5-十二烯酸; 5-十二碳烯酸,,,,,0,0,,,
linderman,林德曼（人名）,,,,,0,0,,,
lindesay, [人名] 林赛,,,,,0,0,,,
Lindesnes,n. 林德斯内斯角（位于挪威南端）,,,,,0,0,,,
lindfors, [地名] [瑞典] 林德福什,,,,,0,0,,,
lindgren, 林格伦\nn. (Lindgren)人名；(英、丹)林格伦；(俄、德、瑞典)林德格伦,,,,,0,0,,,
lindgrenite,n. [矿]钼铜矿,,,,,0,0,,,
Lindheimera texana,[网络] Lindheimera德克萨斯州,,,,,0,0,,,
lindholm, [人名] 林霍尔姆; [地名] [丹麦] 林霍尔姆; [地名] [丹麦] 林霍尔姆岛,,,,,0,0,,,
Lindi,n. (Lindi)人名；(意)林迪\n林迪,,,,,49594,0,,,
Lindisfarne,"林迪斯法恩（Lindisfarne, 地名）",,,,,28485,0,,,
Lindlar catalyst,[化] 林德乐催化剂,,,,,0,0,,,
Lindley,n. (Lindley)人名；(英、西、葡)林德利,,,,,35731,0,,,
lindner, [人名] 林德纳,,,,,0,0,,,
Lindner's tests,[医] 林德纳氏试验(检坐骨神经痛),,,,,0,0,,,
lindo,n. (Lindo)人名；(西、塞、葡、瑞典、荷)林多,,,,,0,0,s:lindos,,
Lindol,[化] (商)磷酸三甲苯酯,,,,,0,0,,,
lindon, [人名] 林登; [地名] [美国] 林登,,,,,0,0,,,
lindos,(lindo 的复数) n. (Lindo)人名；(西、塞、葡、瑞典、荷)林多,,,,,0,0,0:lindo/1:s,,
lindow, [人名] 林多; [地名] [德国] 林多,,,,,0,0,,,
Lindow Man,林多人(指在英国林多的泥炭沼发现的古代人),,,,,0,0,,,
linds,n. 【植物】欧椴,,,,,0,0,0:lind/1:s,,
lindsay,n. 琳赛〔女子名）,,,,,12286,0,,,
Lindsay Anderson,n. 林赛·安德森,,,,,0,0,,,
lindsay lohan,n. 莲莎·露夏恩（好莱坞小天后）,,,,,0,0,,,
lindseth, [人名] 林塞思,,,,,0,0,,,
Lindsey,n. 林德赛（人名）,,,,,7484,0,,,
lindsley, [人名] 林斯利,,,,,0,0,,,
lindstedt, [地名] [德国] 林德施泰特,,,,,0,0,,,
lindstrom,n. (Lindstrom)人名；(英)林德斯特伦,,,,,0,0,,,
lindt,n. [姓氏]莲德,,,,,0,0,,,
lindu, [医]林都（在印尼的苏拉威西岛）,,,,,0,0,,,
